RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.0633,0.0297,0.637,0.249,39.792,apc
1000,0,0,0,0,0.0633,0.0297,0.7457,0.24910032000000001,34.06351548370526,apc
1000,0.089408,0.2,0.0163,0.0339,0.0619,0.0297,0.637,0.243,38.897,apc
1000,0.178816,0.4,0.0325,0.0662,0.0605,0.0297,0.637,0.237,37.986,apc
1000,0.26822399999999996,0.6,0.0488,0.0969,0.059,0.0297,0.637,0.231,37.06,apc
1000,0.3531616,0.79,0.0651,0.1259,0.0574,0.0297,0.636,0.225,36.119,apc
1000,0.4425696,0.99,0.0813,0.1532,0.0557,0.0296,0.634,0.219,35.162,apc
1000,0.5319775999999999,1.19,0.0976,0.1787,0.054,0.0295,0.633,0.212,34.189,apc
1000,0.6213856,1.39,0.1139,0.2025,0.0523,0.0294,0.63,0.205,33.198,apc
1000,0.7107936,1.59,0.1301,0.2244,0.0504,0.0293,0.627,0.198,32.19,apc
1000,0.8002016,1.79,0.1464,0.2443,0.0485,0.0291,0.624,0.191,31.163,apc
1000,0.8896096,1.99,0.1627,0.2624,0.0466,0.0289,0.619,0.183,30.115,apc
1000,0.9790175999999999,2.19,0.1789,0.2783,0.0446,0.0287,0.615,0.175,29.045,apc
1000,1.0639551999999999,2.38,0.1952,0.2922,0.0425,0.0284,0.609,0.167,27.95,apc
1000,1.1533632,2.58,0.2115,0.3039,0.0404,0.0281,0.603,0.159,26.83,apc
1000,1.2427712,2.78,0.2278,0.3132,0.0382,0.0278,0.596,0.15,25.679,apc
1000,1.3321792,2.98,0.244,0.3201,0.036,0.0274,0.588,0.141,24.497,apc
1000,1.4215872,3.18,0.2603,0.3245,0.0337,0.0271,0.58,0.132,23.278,apc
1000,1.5109952,3.38,0.2766,0.3261,0.0314,0.0266,0.571,0.123,22.018,apc
1000,1.6004032,3.58,0.2928,0.3248,0.029,0.0261,0.561,0.114,20.713,apc
