RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1,0.0366,0.547,0.294,54.825,apc
1000,0,0,0,0,0.1,0.0366,0.7457,0.29358252,40.146286105795475,apc
1000,0.0849376,0.19,0.0169,0.045,0.0977,0.0366,0.546,0.287,53.623,apc
1000,0.1698752,0.38,0.0337,0.088,0.0952,0.0365,0.544,0.28,52.407,apc
1000,0.25481279999999995,0.57,0.0506,0.1289,0.0927,0.0363,0.543,0.272,51.177,apc
1000,0.3442208,0.77,0.0674,0.1677,0.09,0.0362,0.541,0.265,49.932,apc
1000,0.4291584,0.96,0.0843,0.2044,0.0873,0.036,0.538,0.257,48.67,apc
1000,0.514096,1.15,0.1011,0.2388,0.0846,0.0358,0.535,0.249,47.39,apc
1000,0.5990336,1.34,0.118,0.2709,0.0817,0.0356,0.531,0.24,46.088,apc
1000,0.6839712,1.53,0.1349,0.3007,0.0787,0.0353,0.527,0.231,44.764,apc
1000,0.7689088,1.72,0.1517,0.3281,0.0757,0.035,0.523,0.222,43.413,apc
1000,0.8583168,1.92,0.1686,0.353,0.0726,0.0347,0.517,0.213,42.033,apc
1000,0.9432543999999999,2.11,0.1854,0.3752,0.0693,0.0343,0.512,0.204,40.62,apc
1000,1.028192,2.3,0.2023,0.3947,0.066,0.0338,0.505,0.194,39.169,apc
1000,1.1131296000000002,2.49,0.2191,0.4113,0.0626,0.0334,0.498,0.184,37.675,apc
1000,1.1980672,2.68,0.236,0.4248,0.0592,0.0329,0.491,0.174,36.133,apc
1000,1.2830048,2.87,0.2528,0.4351,0.0556,0.0323,0.483,0.163,34.539,apc
1000,1.3679424,3.06,0.2697,0.4418,0.052,0.0317,0.474,0.153,32.884,apc
1000,1.4573504,3.26,0.2866,0.4449,0.0483,0.0311,0.464,0.142,31.163,apc
1000,1.542288,3.45,0.3034,0.4439,0.0445,0.0304,0.454,0.131,29.366,apc
1000,1.6272256,3.64,0.3203,0.4385,0.0407,0.0297,0.443,0.119,27.481,apc
1000,1.7121632,3.83,0.3371,0.4282,0.0367,0.0289,0.432,0.108,25.498,apc
1000,1.7971007999999997,4.02,0.354,0.4127,0.0328,0.0281,0.42,0.096,23.401,apc
1000,1.8820384,4.21,0.3708,0.3912,0.0287,0.0272,0.407,0.084,21.173,apc
1000,1.9714464,4.41,0.3877,0.363,0.0247,0.0263,0.393,0.073,18.797,apc
1000,2.056384,4.6,0.4046,0.3275,0.0206,0.0254,0.379,0.06,16.248,apc
1000,2.1413216,4.79,0.4214,0.2834,0.0164,0.0244,0.364,0.048,13.501,apc
1000,2.2262592000000003,4.98,0.4383,0.2299,0.0122,0.0234,0.349,0.036,10.529,apc
1000,2.3111968,5.17,0.4551,0.1654,0.0081,0.0223,0.333,0.024,7.296,apc
1000,2.3961344,5.36,0.472,0.0884,0.004,0.0212,0.316,0.012,3.759,apc
1000,2.4810719999999997,5.55,0.4888,-0.0046,-0.0002,0.02,0.298,-0.001,-0.188,apc
2000,0,0,0,0,0.1002,0.0356,4.257,1.178,28.215,apc
2000,0,0,0,0,0.1002,0.0356,4.474200000000001,1.1787783,26.865570247565152,apc
2000,0.1698752,0.38,0.0169,0.0464,0.0978,0.0356,4.248,1.15,27.605,apc
2000,0.3442208,0.77,0.0338,0.0908,0.0953,0.0355,4.235,1.121,26.99,apc
2000,0.514096,1.15,0.0506,0.133,0.0928,0.0353,4.22,1.091,26.369,apc
2000,0.6839712,1.53,0.0675,0.1732,0.0902,0.0352,4.2,1.06,25.741,apc
2000,0.8583168,1.92,0.0844,0.2111,0.0875,0.035,4.177,1.029,25.107,apc
2000,1.028192,2.3,0.1013,0.2469,0.0847,0.0347,4.15,0.996,24.465,apc
2000,1.2025375999999999,2.69,0.1182,0.2803,0.0818,0.0345,4.119,0.962,23.813,apc
2000,1.3724128,3.07,0.135,0.3115,0.0789,0.0342,4.083,0.927,23.152,apc
2000,1.542288,3.45,0.1519,0.3402,0.0758,0.0338,4.043,0.891,22.478,apc
2000,1.7166336,3.84,0.1688,0.3665,0.0727,0.0335,3.998,0.854,21.791,apc
2000,1.8865087999999999,4.22,0.1857,0.3901,0.0695,0.0331,3.949,0.817,21.088,apc
2000,2.056384,4.6,0.2025,0.411,0.0661,0.0326,3.893,0.778,20.367,apc
2000,2.2307296,4.99,0.2194,0.4291,0.0627,0.0321,3.833,0.738,19.625,apc
2000,2.4006048,5.37,0.2363,0.4441,0.0593,0.0315,3.767,0.697,18.861,apc
2000,2.57048,5.75,0.2532,0.4558,0.0557,0.0309,3.696,0.655,18.07,apc
2000,2.7448256,6.14,0.2701,0.4641,0.0521,0.0303,3.619,0.612,17.249,apc
2000,2.9147008,6.52,0.2869,0.4687,0.0484,0.0296,3.536,0.569,16.394,apc
2000,3.0890464,6.91,0.3038,0.4692,0.0446,0.0289,3.448,0.524,15.499,apc
2000,3.2589216,7.29,0.3207,0.4652,0.0407,0.0281,3.354,0.479,14.559,apc
2000,3.4287967999999998,7.67,0.3376,0.4563,0.0368,0.0272,3.255,0.433,13.565,apc
2000,3.6031424000000003,8.06,0.3545,0.4418,0.0329,0.0264,3.149,0.386,12.51,apc
2000,3.7730175999999997,8.44,0.3713,0.4211,0.0288,0.0254,3.037,0.339,11.382,apc
2000,3.9428928,8.82,0.3882,0.3933,0.0248,0.0244,2.919,0.291,10.169,apc
2000,4.117238400000001,9.21,0.4051,0.3574,0.0206,0.0234,2.795,0.243,8.856,apc
2000,4.2871136,9.59,0.422,0.3122,0.0165,0.0223,2.665,0.194,7.425,apc
2000,4.4569888,9.97,0.4389,0.256,0.0124,0.0212,2.53,0.145,5.855,apc
2000,4.6313344,10.36,0.4557,0.1871,0.0082,0.02,2.39,0.097,4.12,apc
2000,4.8012096,10.74,0.4726,0.1028,0.0041,0.0188,2.245,0.048,2.184,apc
2000,4.9710848,11.12,0.4895,-0.0015,-0.0001,0.0175,2.093,-0.001,-0.031,apc
3000,0,0,0,0,0.1004,0.0352,14.177,2.655,19.097,apc
3000,0,0,0,0,0.1004,0.0352,14.1683,2.65558734,19.112705586251916,apc
3000,0.2592832,0.58,0.0171,0.0478,0.098,0.0351,14.143,2.591,18.683,apc
3000,0.5230368,1.17,0.0342,0.0935,0.0955,0.035,14.097,2.525,18.265,apc
3000,0.78232,1.75,0.0514,0.137,0.0929,0.0348,14.04,2.457,17.844,apc
3000,1.0416032,2.33,0.0685,0.1783,0.0902,0.0346,13.969,2.386,17.419,apc
3000,1.3053568,2.92,0.0856,0.2173,0.0875,0.0344,13.885,2.313,16.99,apc
3000,1.56464,3.5,0.1027,0.2541,0.0846,0.0342,13.787,2.238,16.555,apc
3000,1.8283935999999998,4.09,0.1198,0.2886,0.0817,0.0339,13.673,2.161,16.115,apc
3000,2.0876768,4.67,0.137,0.3207,0.0787,0.0336,13.544,2.081,15.668,apc
3000,2.34696,5.25,0.1541,0.3503,0.0756,0.0332,13.399,1.999,15.214,apc
