RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.0703,0.0344,0.569,0.224,40.23,apc
1000,0,0,0,0,0.0703,0.0344,0.7457,0.22241100000000003,30.41385311045112,apc
1000,0.0804672,0.18,0.0157,0.0313,0.0687,0.0343,0.568,0.219,39.342,apc
1000,0.1609344,0.36,0.0313,0.0612,0.067,0.0343,0.567,0.214,38.438,apc
1000,0.24140160000000002,0.54,0.047,0.0896,0.0653,0.0342,0.566,0.208,37.518,apc
1000,0.3263392,0.73,0.0626,0.1165,0.0635,0.0341,0.565,0.203,36.582,apc
1000,0.4068064,0.91,0.0783,0.1418,0.0616,0.034,0.563,0.197,35.629,apc
1000,0.48727360000000003,1.09,0.0939,0.1656,0.0597,0.0339,0.56,0.19,34.659,apc
1000,0.5677408,1.27,0.1096,0.1877,0.0577,0.0337,0.558,0.184,33.671,apc
1000,0.648208,1.45,0.1253,0.208,0.0556,0.0335,0.554,0.178,32.663,apc
1000,0.7286752,1.63,0.1409,0.2267,0.0535,0.0333,0.551,0.171,31.633,apc
1000,0.8136128,1.82,0.1566,0.2435,0.0514,0.033,0.547,0.164,30.582,apc
1000,0.89408,2,0.1722,0.2584,0.0491,0.0327,0.542,0.157,29.505,apc
1000,0.9745472000000001,2.18,0.1879,0.2714,0.0468,0.0324,0.537,0.149,28.402,apc
1000,1.0550144,2.36,0.2035,0.2823,0.0445,0.0321,0.531,0.142,27.271,apc
1000,1.1354816,2.54,0.2192,0.291,0.0421,0.0317,0.525,0.134,26.107,apc
1000,1.2159488,2.72,0.2348,0.2975,0.0396,0.0313,0.518,0.126,24.907,apc
1000,1.3008864,2.91,0.2505,0.3015,0.0371,0.0308,0.51,0.118,23.669,apc
1000,1.3813536,3.09,0.2662,0.303,0.0345,0.0303,0.502,0.11,22.387,apc
1000,1.4618208,3.27,0.2818,0.3018,0.0319,0.0298,0.493,0.102,21.055,apc
1000,1.542288,3.45,0.2975,0.2975,0.0292,0.0292,0.484,0.093,19.669,apc
1000,1.6227551999999998,3.63,0.3131,0.2901,0.0265,0.0286,0.474,0.085,18.22,apc
1000,1.7032224,3.81,0.3288,0.2792,0.0238,0.028,0.463,0.076,16.7,apc
1000,1.78816,4,0.3444,0.2645,0.0209,0.0273,0.451,0.067,15.1,apc
1000,1.8686272,4.18,0.3601,0.2455,0.0181,0.0265,0.439,0.058,13.406,apc
1000,1.9490944000000001,4.36,0.3758,0.2218,0.0152,0.0257,0.426,0.048,11.606,apc
1000,2.0295616,4.54,0.3914,0.1927,0.0123,0.0249,0.412,0.039,9.681,apc
1000,2.1100288,4.72,0.4071,0.1576,0.0093,0.024,0.397,0.03,7.612,apc
1000,2.190496,4.9,0.4227,0.1155,0.0063,0.0231,0.382,0.02,5.373,apc
1000,2.2754336,5.09,0.4384,0.0653,0.0033,0.0221,0.366,0.011,2.93,apc
1000,2.3559007999999997,5.27,0.454,0.0053,0.0002,0.0211,0.349,0.001,0.23,apc
2000,0,0,0,0,0.0707,0.0284,3.767,0.903,24.444,apc
2000,0,0,0,0,0.0707,0.0284,3.7285000000000004,0.9029886600000001,24.69604872568631,apc
2000,0.1654048,0.37,0.016,0.0389,0.0691,0.0284,3.764,0.882,23.888,apc
2000,0.3308096,0.74,0.032,0.076,0.0674,0.0284,3.759,0.86,23.326,apc
2000,0.5006848,1.12,0.0481,0.1113,0.0656,0.0283,3.75,0.837,22.759,apc
2000,0.6660896,1.49,0.0641,0.1446,0.0637,0.0282,3.739,0.813,22.187,apc
2000,0.8314944000000001,1.86,0.0801,0.1761,0.0618,0.0281,3.724,0.789,21.609,apc
2000,0.9968992,2.23,0.0961,0.2055,0.0598,0.028,3.705,0.764,21.024,apc
2000,1.162304,2.6,0.1121,0.2331,0.0578,0.0278,3.682,0.738,20.432,apc
2000,1.3277088000000001,2.97,0.1282,0.2585,0.0557,0.0276,3.656,0.711,19.833,apc
2000,1.497584,3.35,0.1442,0.2819,0.0535,0.0274,3.625,0.683,19.224,apc
2000,1.6629888000000002,3.72,0.1602,0.3032,0.0513,0.0271,3.589,0.655,18.606,apc
2000,1.8283935999999998,4.09,0.1762,0.3222,0.049,0.0268,3.549,0.626,17.977,apc
2000,1.9937984,4.46,0.1923,0.339,0.0467,0.0265,3.504,0.596,17.335,apc
2000,2.1592032,4.83,0.2083,0.3533,0.0443,0.0261,3.454,0.565,16.679,apc
2000,2.324608,5.2,0.2243,0.3651,0.0418,0.0257,3.399,0.533,16.006,apc
2000,2.4944832,5.58,0.2403,0.3743,0.0393,0.0252,3.337,0.501,15.314,apc
2000,2.659888,5.95,0.2563,0.3806,0.0367,0.0247,3.27,0.468,14.599,apc
2000,2.8252928,6.32,0.2724,0.3839,0.034,0.0241,3.197,0.435,13.858,apc
2000,2.9906976000000003,6.69,0.2884,0.3838,0.0313,0.0236,3.118,0.4,13.086,apc
2000,3.1561024,7.06,0.3044,0.3801,0.0286,0.0229,3.033,0.365,12.277,apc
2000,3.3215071999999997,7.43,0.3204,0.3723,0.0258,0.0222,2.94,0.329,11.425,apc
2000,3.4913823999999996,7.81,0.3364,0.36,0.023,0.0215,2.841,0.293,10.521,apc
2000,3.6567871999999997,8.18,0.3525,0.3426,0.0201,0.0207,2.736,0.256,9.556,apc
2000,3.8221920000000003,8.55,0.3685,0.3191,0.0172,0.0198,2.623,0.219,8.515,apc
2000,3.9875968,8.92,0.3845,0.2887,0.0142,0.0189,2.503,0.181,7.382,apc
2000,4.1530016,9.29,0.4005,0.2499,0.0112,0.0179,2.375,0.143,6.135,apc
2000,4.3184064,9.66,0.4165,0.2011,0.0082,0.0169,2.241,0.104,4.746,apc
2000,4.4882816,10.04,0.4326,0.1397,0.0051,0.0159,2.099,0.065,3.176,apc
2000,4.6536864,10.41,0.4486,0.0624,0.002,0.0147,1.95,0.026,1.367,apc
2000,4.8190912,10.78,0.4646,,,,,,,apc
3000,0,0,0,0,0.071,0.026,11.619,2.039,17.895,apc
3000,0,0,0,0,0.071,0.026,11.9312,2.03728476,17.411930905733264,apc
3000,0.245872,0.55,0.0159,0.0424,0.0693,0.026,11.614,1.992,17.49,apc
3000,0.49621440000000006,1.11,0.0318,0.0828,0.0676,0.026,11.599,1.943,17.082,apc
3000,0.7420863999999999,1.66,0.0477,0.1212,0.0659,0.0259,11.573,1.892,16.672,apc
3000,0.9879584,2.21,0.0636,0.1577,0.064,0.0258,11.536,1.84,16.261,apc
3000,1.2338304,2.76,0.0794,0.1921,0.0621,0.0257,11.487,1.785,15.847,apc
3000,1.4841727999999998,3.32,0.0953,0.2244,0.0602,0.0256,11.426,1.729,15.43,apc
3000,1.7300448,3.87,0.1112,0.2547,0.0582,0.0254,11.352,1.671,15.01,apc
3000,1.9759168,4.42,0.1271,0.2829,0.0561,0.0252,11.264,1.611,14.587,apc
3000,2.2262592000000003,4.98,0.143,0.3089,0.054,0.025,11.161,1.55,14.159,apc
3000,2.4721312,5.53,0.1589,0.3327,0.0517,0.0247,11.042,1.486,13.727,apc
3000,2.7180032,6.08,0.1748,0.3543,0.0495,0.0244,10.908,1.421,13.288,apc
3000,2.9638752,6.63,0.1907,0.3736,0.0472,0.0241,10.756,1.355,12.843,apc
3000,3.2142176,7.19,0.2065,0.3904,0.0448,0.0237,10.587,1.286,12.389,apc
3000,3.4600896,7.74,0.2224,0.4047,0.0423,0.0233,10.399,1.216,11.925,apc
3000,3.7059615999999997,8.29,0.2383,0.4163,0.0398,0.0228,10.192,1.144,11.45,apc
3000,3.956304,8.85,0.2542,0.4251,0.0373,0.0223,9.965,1.071,10.96,apc
3000,4.202176,9.4,0.2701,0.4308,0.0347,0.0217,9.717,0.996,10.454,apc
3000,4.448048,9.95,0.286,0.4331,0.032,0.0211,9.447,0.92,9.927,apc
3000,4.6983904,10.51,0.3019,0.4318,0.0293,0.0205,9.156,0.842,9.376,apc
3000,4.9442624,11.06,0.3178,0.4263,0.0265,0.0198,8.841,0.763,8.795,apc
3000,5.1901344,11.61,0.3336,0.4162,0.0237,0.019,8.503,0.682,8.177,apc
3000,5.4360064,12.16,0.3495,0.4008,0.0209,0.0182,8.142,0.6,7.515,apc
3000,5.6863488,12.72,0.3654,0.379,0.018,0.0174,7.756,0.517,6.798,apc
3000,5.9322208,13.27,0.3813,0.3496,0.0151,0.0164,7.345,0.433,6.01,apc
3000,6.1780928,13.82,0.3972,0.3111,0.0121,0.0155,6.909,0.348,5.134,apc
3000,6.4284352,14.38,0.4131,0.2612,0.0091,0.0144,6.449,0.262,4.144,apc
3000,6.674307199999999,14.93,0.429,0.1965,0.0061,0.0133,5.963,0.176,3.002,apc
3000,6.9201792,15.48,0.4449,0.1122,0.0031,0.0122,5.451,0.088,1.653,apc
3000,7.1660512,16.03,0.4608,-0.0014,0,0.011,4.903,-0.001,-0.02,apc
4000,0,0,0,0,0.0712,0.0246,26.093,3.638,14.217,apc
4000,0,0,0,0,0.0712,0.0246,26.099500000000003,3.63864396,14.21630391105658,apc
4000,0.3308096,0.74,0.016,0.0453,0.0696,0.0246,26.083,3.553,13.892,apc
4000,0.6660896,1.49,0.0321,0.0885,0.0679,0.0246,26.049,3.465,13.565,apc
4000,0.9968992,2.23,0.0481,0.1296,0.0661,0.0245,25.989,3.374,13.238,apc
4000,1.3321792,2.98,0.0642,0.1685,0.0642,0.0245,25.902,3.279,12.91,apc
4000,1.6629888000000002,3.72,0.0802,0.2053,0.0623,0.0243,25.785,3.181,12.581,apc
4000,1.9982688,4.47,0.0963,0.2399,0.0603,0.0242,25.638,3.08,12.251,apc
4000,2.3290783999999998,5.21,0.1123,0.2723,0.0583,0.024,25.457,2.976,11.919,apc
4000,2.6643584,5.96,0.1283,0.3025,0.0562,0.0238,25.243,2.868,11.585,apc
4000,2.995168,6.7,0.1444,0.3304,0.054,0.0236,24.991,2.757,11.249,apc
4000,3.3259776000000003,7.44,0.1604,0.3561,0.0518,0.0233,24.702,2.643,10.911,apc
4000,3.6612576,8.19,0.1765,0.3794,0.0495,0.023,24.372,2.526,10.568,apc
4000,3.9920671999999997,8.93,0.1925,0.4003,0.0471,0.0227,23.999,2.405,10.221,apc
4000,4.3273472,9.68,0.2086,0.4186,0.0447,0.0223,23.583,2.282,9.867,apc
4000,4.6581567999999995,10.42,0.2246,0.4344,0.0422,0.0218,23.12,2.156,9.507,apc
4000,4.9934368,11.17,0.2406,0.4474,0.0397,0.0213,22.61,2.026,9.139,apc
4000,5.3242464,11.91,0.2567,0.4574,0.0371,0.0208,22.049,1.894,8.759,apc
4000,5.655056,12.65,0.2727,0.4642,0.0344,0.0202,21.437,1.759,8.367,apc
4000,5.990336,13.4,0.2888,0.4675,0.0317,0.0196,20.77,1.621,7.959,apc
4000,6.3211456,14.14,0.3048,0.467,0.029,0.0189,20.049,1.481,7.531,apc
4000,6.6564256,14.89,0.3209,0.4621,0.0262,0.0182,19.271,1.338,7.079,apc
4000,6.987235200000001,15.63,0.3369,0.4521,0.0234,0.0174,18.434,1.193,6.597,apc
4000,7.3225152,16.38,0.353,0.4362,0.0205,0.0166,17.538,1.045,6.076,apc
4000,7.6533248,17.12,0.369,0.4133,0.0175,0.0157,16.582,0.895,5.507,apc
4000,7.9886048,17.87,0.385,0.3818,0.0146,0.0147,15.564,0.744,4.875,apc
4000,8.3194144,18.61,0.4011,0.3394,0.0116,0.0137,14.485,0.591,4.16,apc
4000,8.650224,19.35,0.4171,0.283,0.0085,0.0126,13.343,0.436,3.336,apc
4000,8.985504,20.1,0.4332,0.2078,0.0055,0.0115,12.14,0.281,2.359,apc
4000,9.316313599999999,20.84,0.4492,0.1062,0.0024,0.0103,10.87,0.124,1.162,apc
4000,9.6515936,21.59,0.4653,,,,,,,apc
5000,0,0,0,0,0.0715,0.0238,49.169,5.707,11.836,apc
5000,0,0,0,0,0.0715,0.0238,49.21620000000001,5.7070662599999995,11.824537436578419,apc
5000,0.42021759999999997,0.94,0.0161,0.0474,0.0699,0.0238,49.153,5.574,11.563,apc
5000,0.8359648000000001,1.87,0.0322,0.0926,0.0681,0.0237,49.088,5.435,11.29,apc
5000,1.2561824,2.81,0.0484,0.1355,0.0663,0.0237,48.971,5.291,11.017,apc
5000,1.6719296000000001,3.74,0.0645,0.1762,0.0644,0.0236,48.799,5.142,10.744,apc
5000,2.0921472,4.68,0.0806,0.2147,0.0625,0.0235,48.569,4.987,10.471,apc
5000,2.5078944,5.61,0.0967,0.2509,0.0605,0.0233,48.276,4.828,10.198,apc
5000,2.928112,6.55,0.1129,0.2848,0.0584,0.0232,47.917,4.663,9.924,apc
5000,3.3438592000000003,7.48,0.129,0.3165,0.0563,0.023,47.489,4.494,9.649,apc
5000,3.7640768,8.42,0.1451,0.3459,0.0541,0.0227,46.988,4.319,9.373,apc
5000,4.179824,9.35,0.1612,0.3729,0.0519,0.0224,46.409,4.139,9.094,apc
5000,4.6000416,10.29,0.1774,0.3975,0.0496,0.0221,45.749,3.954,8.814,apc
5000,5.0157888,11.22,0.1935,0.4197,0.0472,0.0218,45.005,3.765,8.53,apc
5000,5.4360064,12.16,0.2096,0.4393,0.0447,0.0214,44.171,3.57,8.241,apc
5000,5.8517535999999994,13.09,0.2257,0.4562,0.0422,0.0209,43.244,3.371,7.948,apc
5000,6.271971199999999,14.03,0.2419,0.4704,0.0397,0.0204,42.221,3.167,7.648,apc
5000,6.6877184000000005,14.96,0.258,0.4815,0.0371,0.0199,41.097,2.958,7.34,apc
5000,7.1079360000000005,15.9,0.2741,0.4894,0.0344,0.0193,39.868,2.745,7.022,apc
5000,7.523683199999999,16.83,0.2902,0.4937,0.0317,0.0186,38.531,2.528,6.69,apc
5000,7.9439008,17.77,0.3064,0.4941,0.0289,0.0179,37.084,2.307,6.343,apc
5000,8.359648,18.7,0.3225,0.49,0.0261,0.0172,35.521,2.081,5.975,apc
5000,8.7798656,19.64,0.3386,0.4806,0.0232,0.0164,33.842,1.852,5.581,apc
5000,9.2000832,20.58,0.3547,0.465,0.0203,0.0155,32.042,1.62,5.155,apc
5000,9.6158304,21.51,0.3709,0.4419,0.0173,0.0146,30.122,1.384,4.686,apc
5000,10.036048,22.45,0.387,0.4094,0.0144,0.0136,28.078,1.145,4.16,apc
5000,10.4517952,23.38,0.4031,0.3648,0.0113,0.0125,25.91,0.904,3.559,apc
5000,10.8720128,24.32,0.4192,0.3043,0.0083,0.0114,23.617,0.661,2.854,apc
5000,11.28776,25.25,0.4354,0.2215,0.0052,0.0102,21.199,0.416,2.001,apc
5000,11.7079776,26.19,0.4515,0.1059,0.0021,0.009,18.647,0.169,0.922,apc
5000,12.1237248,27.12,0.4676,,,,,,,apc
6000,0,0,0,0,0.0719,0.0232,82.887,8.255,10.156,apc
6000,0,0,0,0,0.0719,0.0232,82.7727,8.25589632,10.170830878017528,apc
6000,0.49621440000000006,1.11,0.016,0.0484,0.0702,0.0232,82.861,8.065,9.925,apc
6000,0.9924288000000001,2.22,0.032,0.0945,0.0685,0.0231,82.751,7.866,9.693,apc
6000,1.4931135999999998,3.34,0.0479,0.1384,0.0667,0.0231,82.552,7.66,9.462,apc
6000,1.989328,4.45,0.0639,0.18,0.0648,0.023,82.258,7.447,9.231,apc
6000,2.4855424,5.56,0.0799,0.2194,0.0629,0.0229,81.864,7.226,9.001,apc
6000,2.9817568,6.67,0.0959,0.2566,0.0609,0.0228,81.362,6.998,8.77,apc
6000,3.4824416,7.79,0.1119,0.2915,0.0589,0.0226,80.748,6.762,8.54,apc
6000,3.978656,8.9,0.1278,0.3241,0.0567,0.0224,80.015,6.52,8.309,apc
6000,4.4748703999999995,10.01,0.1438,0.3544,0.0546,0.0221,79.156,6.27,8.077,apc
6000,4.9710848,11.12,0.1598,0.3825,0.0523,0.0219,78.165,6.013,7.845,apc
6000,5.4672992,12.23,0.1758,0.4082,0.05,0.0215,77.035,5.749,7.61,apc
6000,5.9679839999999995,13.35,0.1918,0.4314,0.0477,0.0212,75.759,5.478,7.374,apc
6000,6.4641984,14.46,0.2077,0.4522,0.0453,0.0208,74.331,5.201,7.135,apc
6000,6.9604128,15.57,0.2237,0.4704,0.0428,0.0203,72.743,4.916,6.891,apc
6000,7.4566272,16.68,0.2397,0.4859,0.0403,0.0199,70.99,4.625,6.643,apc
6000,7.952841599999999,17.79,0.2557,0.4984,0.0377,0.0193,69.065,4.327,6.389,apc
6000,8.4535264,18.91,0.2716,0.5079,0.035,0.0187,66.961,4.023,6.127,apc
6000,8.949740799999999,20.02,0.2876,0.5139,0.0323,0.0181,64.672,3.713,5.855,apc
6000,9.4459552,21.13,0.3036,0.516,0.0296,0.0174,62.192,3.397,5.571,apc
