RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1249,0.0694,1.547,0.506,33.334,apc
1000,0,0,0,0,0.1249,0.0694,1.4914,0.50709708,34.67179254591428,apc
1000,0.1922272,0.43,0.035,0.0613,0.1241,0.0708,1.577,0.502,32.483,apc
1000,0.3844544,0.86,0.07,0.1194,0.1231,0.0721,1.607,0.498,31.614,apc
1000,0.5766816,1.29,0.1049,0.1741,0.1219,0.0735,1.637,0.494,30.736,apc
1000,0.7689088,1.72,0.1399,0.2254,0.1206,0.0749,1.668,0.488,29.852,apc
1000,0.961136,2.15,0.1749,0.2734,0.1191,0.0762,1.697,0.482,28.97,apc
1000,1.1533632,2.58,0.2099,0.3182,0.1173,0.0774,1.724,0.475,28.095,apc
1000,1.3455903999999999,3.01,0.2449,0.3598,0.1154,0.0785,1.749,0.467,27.228,apc
1000,1.5378176,3.44,0.2798,0.3983,0.1131,0.0795,1.77,0.458,26.375,apc
1000,1.7345152,3.88,0.3148,0.4339,0.1106,0.0802,1.787,0.448,25.536,apc
1000,1.9267423999999997,4.31,0.3498,0.4665,0.1077,0.0808,1.799,0.436,24.712,apc
1000,2.1189696000000002,4.74,0.3848,0.4964,0.1045,0.081,1.805,0.423,23.903,apc
1000,2.3111968,5.17,0.4197,0.5234,0.1009,0.0809,1.803,0.409,23.107,apc
1000,2.503424,5.6,0.4547,0.5478,0.097,0.0805,1.794,0.393,22.322,apc
1000,2.6956512,6.03,0.4897,0.5694,0.0926,0.0797,1.775,0.375,21.546,apc
1000,2.8878784,6.46,0.5247,0.5883,0.0879,0.0784,1.747,0.356,20.775,apc
1000,3.0801056,6.89,0.5597,0.6042,0.0828,0.0767,1.709,0.335,20.003,apc
1000,3.2723328,7.32,0.5946,0.617,0.0774,0.0746,1.661,0.313,19.225,apc
1000,3.46456,7.75,0.6296,0.6264,0.0717,0.072,1.605,0.29,18.434,apc
1000,3.6567871999999997,8.18,0.6646,0.6319,0.0658,0.0692,1.541,0.266,17.618,apc
1000,3.8490143999999997,8.61,0.6996,0.6331,0.0596,0.0659,1.468,0.241,16.767,apc
1000,4.041241599999999,9.04,0.7346,0.629,0.0534,0.0623,1.389,0.216,15.865,apc
1000,4.2334688,9.47,0.7695,0.6185,0.047,0.0584,1.302,0.19,14.893,apc
1000,4.425696,9.9,0.8045,0.6001,0.0404,0.0542,1.208,0.164,13.821,apc
1000,4.6179232,10.33,0.8395,0.5713,0.0338,0.0497,1.108,0.137,12.61,apc
1000,4.8146208,10.77,0.8745,0.5286,0.0272,0.0449,1.001,0.11,11.2,apc
1000,5.006848,11.2,0.9094,0.466,0.0204,0.0399,0.888,0.083,9.494,apc
1000,5.1990752,11.63,0.9444,0.3736,0.0137,0.0345,0.769,0.055,7.331,apc
1000,5.3913024,12.06,0.9794,0.2334,0.0069,0.029,0.645,0.028,4.416,apc
1000,5.5835296,12.49,1.0144,0.0078,0.0002,0.0232,0.517,0.001,0.143,apc
2000,0,0,0,0,0.1255,0.0622,11.093,2.032,18.683,apc
2000,0,0,0,0,0.1255,0.0622,11.185500000000001,2.03283654,18.53217449530155,apc
2000,0.3889248,0.87,0.0353,0.0691,0.1247,0.0636,11.341,2.019,18.152,apc
2000,0.7778496,1.74,0.0706,0.1341,0.1237,0.0651,11.596,2.003,17.614,apc
2000,1.1667744,2.61,0.1058,0.195,0.1226,0.0665,11.855,1.985,17.072,apc
2000,1.5512288,3.47,0.1411,0.2518,0.1213,0.068,12.113,1.964,16.532,apc
2000,1.9401536,4.34,0.1764,0.3046,0.1198,0.0694,12.363,1.94,15.997,apc
2000,2.3290783999999998,5.21,0.2117,0.3534,0.118,0.0707,12.601,1.912,15.47,apc
2000,2.7180032,6.08,0.2469,0.3985,0.1161,0.0719,12.818,1.88,14.953,apc
2000,3.106928,6.95,0.2822,0.4401,0.1138,0.073,13.009,1.843,14.448,apc
2000,3.4958528,7.82,0.3175,0.4783,0.1113,0.0739,13.164,1.802,13.956,apc
