RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.107,0.0511,0.764,0.314,41.984,apc
1000,0,0,0,0,0.107,0.0511,0.7457,0.31582361999999997,43.18767141684059,apc
1000,0.1430528,0.32,0.0277,0.0566,0.1057,0.0518,0.773,0.311,40.999,apc
1000,0.2816352,0.63,0.0555,0.1105,0.1044,0.0524,0.782,0.307,40.004,apc
1000,0.42468799999999995,0.95,0.0832,0.1616,0.1029,0.053,0.791,0.302,39.002,apc
1000,0.5632704,1.26,0.1109,0.2099,0.1013,0.0535,0.799,0.298,37.998,apc
1000,0.7063232,1.58,0.1386,0.2555,0.0995,0.054,0.806,0.292,36.996,apc
1000,0.8449055999999999,1.89,0.1664,0.2983,0.0975,0.0544,0.812,0.287,35.997,apc
1000,0.9879584,2.21,0.1941,0.3385,0.0954,0.0547,0.817,0.28,35.005,apc
1000,1.1265408,2.52,0.2218,0.3759,0.093,0.0549,0.82,0.273,34.021,apc
1000,1.2695935999999999,2.84,0.2495,0.4108,0.0905,0.055,0.821,0.266,33.045,apc
1000,1.4081759999999999,3.15,0.2773,0.4431,0.0877,0.0549,0.82,0.258,32.078,apc
1000,1.5512288,3.47,0.305,0.4728,0.0848,0.0547,0.816,0.249,31.117,apc
1000,1.6898111999999998,3.78,0.3327,0.4999,0.0816,0.0543,0.81,0.24,30.161,apc
1000,1.8328639999999998,4.1,0.3604,0.5244,0.0781,0.0537,0.802,0.23,29.205,apc
1000,1.9714464,4.41,0.3882,0.5462,0.0744,0.0529,0.79,0.219,28.244,apc
1000,2.1144992,4.73,0.4159,0.565,0.0705,0.0519,0.775,0.207,27.271,apc
1000,2.2530816,5.04,0.4436,0.5807,0.0664,0.0507,0.757,0.195,26.278,apc
1000,2.3961344,5.36,0.4713,0.593,0.062,0.0493,0.736,0.182,25.254,apc
1000,2.5347168,5.67,0.4991,0.6013,0.0574,0.0477,0.712,0.169,24.185,apc
1000,2.6777696,5.99,0.5268,0.6051,0.0527,0.0458,0.685,0.155,23.058,apc
1000,2.8163519999999997,6.3,0.5545,0.6037,0.0477,0.0438,0.655,0.14,21.854,apc
1000,2.9594048,6.62,0.5823,0.5961,0.0427,0.0417,0.622,0.125,20.551,apc
1000,3.0979872,6.93,0.61,0.5811,0.0375,0.0393,0.587,0.11,19.123,apc
1000,3.24104,7.25,0.6377,0.5571,0.0322,0.0369,0.551,0.095,17.536,apc
1000,3.3796223999999997,7.56,0.6654,0.5219,0.0269,0.0343,0.512,0.079,15.742,apc
1000,3.5226752,7.88,0.6932,0.4724,0.0215,0.0316,0.471,0.063,13.681,apc
1000,3.6612576,8.19,0.7209,0.4046,0.0161,0.0287,0.429,0.047,11.265,apc
1000,3.8043104,8.51,0.7486,0.3121,0.0108,0.0258,0.386,0.032,8.369,apc
1000,3.9428928,8.82,0.7763,0.1858,0.0055,0.0229,0.341,0.016,4.804,apc
1000,4.0859456000000005,9.14,0.8041,0.0109,0.0003,0.0198,0.296,0.001,0.271,apc
2000,0,0,0,0,0.1073,0.0465,5.559,1.262,23.151,apc
2000,0,0,0,0,0.1073,0.0465,5.2199,1.2632944799999999,24.678669381051765,apc
2000,0.2861056,0.64,0.028,0.0628,0.1061,0.0472,5.641,1.248,22.551,apc
2000,0.5677408,1.27,0.0559,0.1223,0.1048,0.0479,5.722,1.232,21.948,apc
2000,0.8538464,1.91,0.0839,0.1784,0.1033,0.0486,5.8,1.214,21.346,apc
2000,1.1354816,2.54,0.1118,0.2312,0.1016,0.0492,5.874,1.195,20.747,apc
2000,1.4215872,3.18,0.1398,0.2807,0.0998,0.0497,5.94,1.174,20.152,apc
2000,1.7032224,3.81,0.1677,0.327,0.0979,0.0502,5.998,1.151,19.565,apc
2000,1.989328,4.45,0.1957,0.3702,0.0957,0.0506,6.045,1.125,18.986,apc
2000,2.2709632,5.08,0.2236,0.4104,0.0934,0.0509,6.078,1.098,18.417,apc
2000,2.5570687999999997,5.72,0.2516,0.4477,0.0908,0.051,6.096,1.068,17.858,apc
2000,2.838704,6.35,0.2796,0.4821,0.088,0.051,6.096,1.035,17.309,apc
2000,3.1248096,6.99,0.3075,0.5138,0.085,0.0509,6.076,0.999,16.771,apc
2000,3.4064448,7.62,0.3355,0.5428,0.0817,0.0505,6.034,0.961,16.24,apc
2000,3.6925504,8.26,0.3634,0.5691,0.0782,0.05,5.968,0.92,15.717,apc
2000,3.9741856,8.89,0.3914,0.5927,0.0745,0.0492,5.878,0.876,15.198,apc
