RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1702,0.0947,5.509,1.484,27.473,apc
1000,0,0,0,0,0.1702,0.0947,5.2199,1.48570548,29.02350553968764,apc
1000,0.2279904,0.51,0.0343,0.06,0.1687,0.0963,5.602,1.472,26.785,apc
1000,0.4559808,1.02,0.0686,0.117,0.1671,0.0979,5.695,1.457,26.089,apc
1000,0.6839712,1.53,0.1028,0.1707,0.1652,0.0995,5.787,1.441,25.389,apc
1000,0.9164319999999999,2.05,0.1371,0.2214,0.1631,0.101,5.875,1.422,24.689,apc
1000,1.1444224,2.56,0.1714,0.2689,0.1607,0.1024,5.957,1.402,23.992,apc
1000,1.3724128,3.07,0.2057,0.3134,0.158,0.1037,6.031,1.378,23.301,apc
1000,1.6004032,3.58,0.24,0.3549,0.155,0.1048,6.093,1.351,22.617,apc
1000,1.8283935999999998,4.09,0.2743,0.3935,0.1515,0.1056,6.142,1.322,21.943,apc
1000,2.056384,4.6,0.3085,0.4293,0.1477,0.1062,6.174,1.288,21.279,apc
1000,2.2843744,5.11,0.3428,0.4623,0.1435,0.1064,6.186,1.251,20.626,apc
1000,2.5123648,5.62,0.3771,0.4927,0.1388,0.1062,6.176,1.21,19.984,apc
1000,2.7448256,6.14,0.4114,0.5205,0.1336,0.1056,6.139,1.165,19.352,apc
1000,2.972816,6.65,0.4457,0.5458,0.1279,0.1045,6.075,1.116,18.729,apc
1000,3.2008064,7.16,0.4799,0.5684,0.1218,0.1029,5.982,1.062,18.112,apc
1000,3.4287967999999998,7.67,0.5142,0.5883,0.1153,0.1008,5.86,1.006,17.498,apc
1000,3.6567871999999997,8.18,0.5485,0.6055,0.1084,0.0982,5.711,0.945,16.882,apc
1000,3.8847775999999996,8.69,0.5828,0.6196,0.1012,0.0952,5.535,0.883,16.26,apc
1000,4.112768,9.2,0.6171,0.6304,0.0937,0.0917,5.334,0.817,15.624,apc
1000,4.3407584,9.71,0.6514,0.6374,0.086,0.0878,5.108,0.75,14.967,apc
1000,4.5732192000000005,10.23,0.6856,0.6402,0.078,0.0835,4.858,0.68,14.28,apc
1000,4.8012096,10.74,0.7199,0.6378,0.0698,0.0788,4.583,0.609,13.55,apc
1000,5.0292,11.25,0.7542,0.6293,0.0615,0.0737,4.286,0.536,12.76,apc
1000,5.2571904,11.76,0.7885,0.6128,0.053,0.0682,3.965,0.462,11.887,apc
1000,5.485180799999999,12.27,0.8228,0.5861,0.0444,0.0623,3.621,0.387,10.894,apc
1000,5.7131712,12.78,0.8571,0.5452,0.0356,0.056,3.255,0.311,9.729,apc
1000,5.941161599999999,13.29,0.8913,0.4839,0.0268,0.0493,2.867,0.233,8.303,apc
1000,6.1736224,13.81,0.9256,0.3912,0.0179,0.0423,2.459,0.156,6.464,apc
1000,6.4016128,14.32,0.9599,0.2459,0.0089,0.0349,2.031,0.078,3.918,apc
1000,6.6296032,14.83,0.9942,0.0012,0,0.0273,1.585,0,0.019,apc
2000,0,0,0,0,0.171,0.0867,40.323,5.966,15.088,apc
2000,0,0,0,0,0.171,0.0867,40.2678,5.96506302,15.105547044857389,apc
2000,0.4604512,1.03,0.0345,0.0663,0.1696,0.0884,41.104,5.916,14.677,apc
2000,0.9209024,2.06,0.0691,0.1288,0.168,0.09,41.891,5.86,14.263,apc
2000,1.3813536,3.09,0.1036,0.1876,0.1661,0.0917,42.669,5.795,13.85,apc
2000,1.8418048,4.12,0.1381,0.2427,0.164,0.0933,43.422,5.722,13.438,apc
2000,2.3022560000000003,5.15,0.1726,0.2942,0.1617,0.0949,44.131,5.64,13.031,apc
2000,2.7627072,6.18,0.2072,0.3422,0.159,0.0962,44.774,5.546,12.63,apc
2000,3.2231584,7.21,0.2417,0.3868,0.1559,0.0974,45.33,5.44,12.237,apc
2000,3.6836096,8.24,0.2762,0.4281,0.1525,0.0984,45.774,5.32,11.852,apc
2000,4.1440608,9.27,0.3108,0.4664,0.1487,0.0991,46.082,5.186,11.476,apc
2000,4.604512000000001,10.3,0.3453,0.5017,0.1444,0.0994,46.229,5.037,11.11,apc
2000,5.0649632,11.33,0.3798,0.5341,0.1396,0.0993,46.188,4.871,10.754,apc
2000,5.5254144,12.36,0.4144,0.5639,0.1344,0.0987,45.936,4.688,10.407,apc
2000,5.9858656,13.39,0.4489,0.5911,0.1287,0.0977,45.453,4.488,10.069,apc
2000,6.4463168,14.42,0.4834,0.6157,0.1225,0.0962,44.731,4.272,9.739,apc
2000,6.906768,15.45,0.5179,0.6377,0.1159,0.0941,43.773,4.042,9.416,apc
2000,7.3672192,16.48,0.5525,0.6571,0.1089,0.0915,42.584,3.798,9.096,apc
2000,7.827670400000001,17.51,0.587,0.6738,0.1016,0.0885,41.173,3.544,8.778,apc
2000,8.2881216,18.54,0.6215,0.6874,0.094,0.085,39.546,3.28,8.458,apc
2000,8.7485728,19.57,0.6561,0.6977,0.0862,0.0811,37.707,3.007,8.133,apc
2000,9.209024000000001,20.6,0.6906,0.7043,0.0782,0.0767,35.661,2.727,7.798,apc
2000,9.669475199999999,21.63,0.7251,0.7062,0.0699,0.0718,33.409,2.44,7.448,apc
2000,10.1299264,22.66,0.7597,0.7027,0.0615,0.0665,30.954,2.147,7.074,apc
2000,10.5903776,23.69,0.7942,0.692,0.053,0.0608,28.299,1.849,6.663,apc
2000,11.0508288,24.72,0.8287,0.6716,0.0443,0.0547,25.447,1.547,6.197,apc
2000,11.51128,25.75,0.8632,0.6373,0.0356,0.0482,22.401,1.24,5.646,apc
2000,11.9717312,26.78,0.8978,0.5817,0.0267,0.0412,19.17,0.931,4.954,apc
2000,12.432182399999999,27.81,0.9323,0.4897,0.0178,0.0339,15.76,0.621,4.017,apc
2000,12.8926336,28.84,0.9668,0.328,0.0089,0.0262,12.185,0.31,2.594,apc
2000,13.3530848,29.87,1.0014,-0.0002,0,0.0182,8.456,0,-0.001,apc
3000,0,0,0,0,0.1716,0.0835,131.047,13.467,10.479,apc
3000,0,0,0,0,0.1716,0.0835,131.2432,13.469210160000001,10.465130365732499,apc
3000,0.692912,1.55,0.0346,0.0692,0.1702,0.0852,133.751,13.356,10.183,apc
3000,1.385824,3.1,0.0693,0.1343,0.1686,0.0869,136.482,13.231,9.885,apc
3000,2.078736,4.65,0.1039,0.1954,0.1667,0.0887,139.187,13.088,9.589,apc
3000,2.771648,6.2,0.1385,0.2525,0.1647,0.0903,141.811,12.925,9.294,apc
3000,3.46456,7.75,0.1732,0.3058,0.1623,0.0919,144.289,12.741,9.004,apc
3000,4.157472,9.3,0.2078,0.3554,0.1596,0.0933,146.549,12.53,8.719,apc
3000,4.850384,10.85,0.2424,0.4013,0.1566,0.0946,148.514,12.293,8.44,apc
3000,5.543296,12.4,0.277,0.4439,0.1532,0.0956,150.101,12.024,8.169,apc
3000,6.2362079999999995,13.95,0.3117,0.4832,0.1493,0.0963,151.225,11.722,7.905,apc
3000,6.9246496,15.49,0.3463,0.5195,0.145,0.0967,151.798,11.386,7.648,apc
3000,7.617561599999999,17.04,0.3809,0.553,0.1403,0.0966,151.73,11.011,7.4,apc
3000,8.3104736,18.59,0.4156,0.5836,0.135,0.0961,150.936,10.598,7.16,apc
3000,9.0033856,20.14,0.4502,0.6117,0.1293,0.0951,149.352,10.146,6.927,apc
3000,9.696297600000001,21.69,0.4848,0.6373,0.123,0.0936,146.946,9.656,6.701,apc
3000,10.3892096,23.24,0.5195,0.6603,0.1164,0.0915,143.724,9.134,6.481,apc
3000,11.082121599999999,24.79,0.5541,0.6809,0.1094,0.089,139.709,8.584,6.265,apc
3000,11.7750336,26.34,0.5887,0.6989,0.102,0.0859,134.924,8.008,6.052,apc
3000,12.4679456,27.89,0.6233,0.714,0.0944,0.0824,129.39,7.41,5.84,apc
3000,13.1608576,29.44,0.658,0.7261,0.0865,0.0784,123.121,6.793,5.626,apc
3000,13.8537696,30.99,0.6926,0.7347,0.0785,0.074,116.127,6.159,5.408,apc
3000,14.5466816,32.54,0.7272,0.7392,0.0702,0.0691,108.419,5.51,5.182,apc
3000,15.239593600000001,34.09,0.7619,0.7387,0.0618,0.0637,100.001,4.848,4.943,apc
3000,15.9325056,35.64,0.7965,0.7316,0.0532,0.0579,90.884,4.174,4.683,apc
3000,16.6254176,37.19,0.8311,0.7156,0.0445,0.0516,81.079,3.49,4.389,apc
3000,17.318329600000002,38.74,0.8658,0.6864,0.0357,0.045,70.601,2.798,4.042,apc
3000,18.011241599999998,40.29,0.9004,0.6363,0.0268,0.0379,59.474,2.101,3.603,apc
3000,18.7041536,41.84,0.935,0.5489,0.0178,0.0304,47.728,1.401,2.993,apc
3000,19.3970656,43.39,0.9697,0.3834,0.0089,0.0226,35.405,0.7,2.016,apc
3000,20.0855072,44.93,1.0043,0.0009,0,0.0144,22.543,0.001,0.005,apc
4000,0,0,0,0,0.1721,0.0818,304.436,24.017,8.044,apc
4000,0,0,0,0,0.1721,0.0818,304.2456,24.01593978,8.049234948202235,apc
4000,0.9253727999999999,2.07,0.0347,0.0709,0.1707,0.0836,310.969,23.823,7.812,apc
4000,1.8507455999999998,4.14,0.0694,0.1375,0.1691,0.0853,317.572,23.604,7.579,apc
4000,2.7761184,6.21,0.1041,0.2,0.1674,0.0871,324.127,23.353,7.347,apc
4000,3.7014911999999995,8.28,0.1388,0.2583,0.1653,0.0888,330.497,23.068,7.117,apc
4000,4.626863999999999,10.35,0.1734,0.3126,0.163,0.0904,336.526,22.742,6.891,apc
4000,5.5522368,12.42,0.2081,0.363,0.1603,0.0919,342.042,22.372,6.67,apc
4000,6.4776096,14.49,0.2428,0.4098,0.1573,0.0932,346.857,21.951,6.453,apc
4000,7.402982399999999,16.56,0.2775,0.4531,0.1539,0.0943,350.77,21.475,6.243,apc
4000,8.3238848,18.62,0.3122,0.4931,0.1501,0.095,353.576,20.94,6.039,apc
4000,9.2492576,20.69,0.3469,0.53,0.1458,0.0954,355.061,20.34,5.842,apc
4000,10.1746304,22.76,0.3816,0.5639,0.141,0.0954,355.009,19.674,5.651,apc
4000,11.1000032,24.83,0.4163,0.5952,0.1357,0.0949,353.216,18.937,5.467,apc
4000,12.025376,26.9,0.4509,0.6238,0.1299,0.0939,349.521,18.13,5.289,apc
4000,12.9507488,28.97,0.4856,0.65,0.1237,0.0924,343.848,17.256,5.117,apc
4000,13.8761216,31.04,0.5203,0.6737,0.117,0.0903,336.21,16.323,4.951,apc
4000,14.8014944,33.11,0.555,0.695,0.1099,0.0878,326.657,15.339,4.788,apc
4000,15.7268672,35.18,0.5897,0.7139,0.1025,0.0847,315.247,14.309,4.629,apc
4000,16.65224,37.25,0.6244,0.73,0.0949,0.0812,302.025,13.241,4.47,apc
4000,17.5776128,39.32,0.6591,0.7433,0.087,0.0771,287.026,12.138,4.312,apc
4000,18.5029856,41.39,0.6938,0.7533,0.0789,0.0726,270.274,11.005,4.152,apc
4000,19.4283584,43.46,0.7284,0.7596,0.0705,0.0677,251.787,9.845,3.987,apc
4000,20.3537312,45.53,0.7631,0.7611,0.0621,0.0622,231.584,8.661,3.814,apc
4000,21.279104,47.6,0.7978,0.7566,0.0534,0.0563,209.685,7.457,3.626,apc
4000,22.204476800000002,49.67,0.8325,0.7438,0.0447,0.05,186.117,6.235,3.416,apc
4000,23.125379199999998,51.73,0.8672,0.7185,0.0358,0.0432,160.92,5,3.168,apc
4000,24.050752,53.8,0.9019,0.6731,0.0269,0.036,134.149,3.754,2.854,apc
4000,24.976124799999997,55.87,0.9366,0.5905,0.0179,0.0284,105.88,2.503,2.411,apc
4000,25.9014976,57.94,0.9713,0.4255,0.009,0.0205,76.218,1.252,1.675,apc
4000,26.826870399999997,60.01,1.0059,0.0026,0,0.0122,45.239,0.004,0.01,apc
5000,0,0,0,0,0.1727,0.0809,587.988,37.654,6.53,apc
5000,0,0,0,0,0.1727,0.0809,588.3573,37.6541823,6.526065059061311,apc
5000,1.1578336,2.59,0.0347,0.072,0.1713,0.0827,600.971,37.359,6.339,apc
5000,2.3156672,5.18,0.0695,0.1396,0.1698,0.0845,614.115,37.023,6.148,apc
5000,3.4735007999999996,7.77,0.1042,0.203,0.168,0.0863,627.182,36.639,5.957,apc
5000,4.6313344,10.36,0.139,0.262,0.166,0.088,639.901,36.2,5.769,apc
5000,5.789167999999999,12.95,0.1737,0.317,0.1637,0.0897,651.963,35.697,5.583,apc
5000,6.947001599999999,15.54,0.2084,0.3681,0.1611,0.0912,663.025,35.123,5.402,apc
5000,8.1048352,18.13,0.2432,0.4154,0.1581,0.0925,672.709,34.47,5.225,apc
5000,9.2626688,20.72,0.2779,0.4591,0.1547,0.0936,680.619,33.73,5.053,apc
5000,10.420502399999998,23.31,0.3126,0.4995,0.1509,0.0944,686.339,32.895,4.887,apc
5000,11.578335999999998,25.9,0.3474,0.5368,0.1466,0.0948,689.446,31.959,4.727,apc
5000,12.740639999999999,28.5,0.3821,0.5712,0.1418,0.0949,689.508,30.916,4.572,apc
5000,13.898473599999999,31.09,0.4169,0.6028,0.1365,0.0944,686.118,29.761,4.423,apc
5000,15.0563072,33.68,0.4516,0.6318,0.1307,0.0934,678.957,28.495,4.28,apc
5000,16.214140800000003,36.27,0.4863,0.6584,0.1244,0.0919,667.873,27.123,4.141,apc
5000,17.3719744,38.86,0.5211,0.6826,0.1177,0.0898,652.885,25.658,4.007,apc
5000,18.529808000000003,41.45,0.5558,0.7045,0.1106,0.0872,634.095,24.11,3.877,apc
5000,19.6876416,44.04,0.5905,0.724,0.1032,0.0841,611.613,22.492,3.75,apc
5000,20.8454752,46.63,0.6253,0.7409,0.0954,0.0806,585.529,20.812,3.624,apc
5000,22.0033088,49.22,0.66,0.7551,0.0875,0.0765,555.91,19.077,3.499,apc
5000,23.1611424,51.81,0.6948,0.7662,0.0793,0.0719,522.803,17.294,3.373,apc
5000,24.318976,54.4,0.7295,0.7737,0.0709,0.0669,486.245,15.469,3.244,apc
5000,25.4768096,56.99,0.7642,0.7768,0.0624,0.0614,446.271,13.607,3.109,apc
5000,26.6346432,59.58,0.799,0.7743,0.0537,0.0554,402.921,11.713,2.964,apc
5000,27.7924768,62.17,0.8337,0.7638,0.0449,0.049,356.251,9.791,2.802,apc
5000,28.950310400000003,64.76,0.8684,0.7416,0.036,0.0421,306.337,7.847,2.612,apc
5000,30.108143999999996,67.35,0.9032,0.6999,0.027,0.0348,253.291,5.888,2.37,apc
5000,31.2659776,69.94,0.9379,0.6214,0.018,0.0271,197.27,3.92,2.027,apc
5000,32.4238112,72.53,0.9727,0.4572,0.009,0.0191,138.478,1.953,1.438,apc
