RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1399,0.0808,1.206,0.411,34.766,apc
1000,0,0,0,0,0.1399,0.0808,1.4914,0.40923624,27.98074486161503,apc
1000,0.1743456,0.39,0.0342,0.0577,0.1386,0.0821,1.225,0.407,33.905,apc
1000,0.3486912,0.78,0.0683,0.1124,0.1371,0.0833,1.244,0.403,33.034,apc
1000,0.5185664,1.16,0.1025,0.1642,0.1354,0.0845,1.262,0.398,32.159,apc
1000,0.692912,1.55,0.1367,0.213,0.1335,0.0857,1.279,0.393,31.283,apc
1000,0.8672576,1.94,0.1708,0.2588,0.1314,0.0868,1.295,0.386,30.411,apc
1000,1.0416032,2.33,0.205,0.3017,0.1291,0.0877,1.31,0.379,29.546,apc
1000,1.2159488,2.72,0.2391,0.3418,0.1265,0.0885,1.322,0.372,28.69,apc
1000,1.3902944,3.11,0.2733,0.3791,0.1236,0.0891,1.331,0.363,27.844,apc
1000,1.5601696,3.49,0.3075,0.4137,0.1205,0.0895,1.337,0.354,27.008,apc
1000,1.7345152,3.88,0.3416,0.4456,0.117,0.0897,1.339,0.344,26.184,apc
1000,1.9088607999999998,4.27,0.3758,0.4749,0.1132,0.0896,1.337,0.333,25.369,apc
1000,2.0832064,4.66,0.41,0.5016,0.1091,0.0891,1.331,0.321,24.562,apc
1000,2.257552,5.05,0.4441,0.5257,0.1046,0.0883,1.319,0.307,23.76,apc
1000,2.4318976,5.44,0.4783,0.5471,0.0997,0.0872,1.302,0.293,22.96,apc
1000,2.6017728,5.82,0.5125,0.5657,0.0945,0.0856,1.278,0.278,22.158,apc
1000,2.7761184,6.21,0.5466,0.5813,0.0889,0.0836,1.248,0.261,21.348,apc
1000,2.9504639999999998,6.6,0.5808,0.5939,0.083,0.0812,1.212,0.244,20.525,apc
1000,3.1248096,6.99,0.6149,0.6029,0.0769,0.0784,1.171,0.226,19.681,apc
1000,3.2991552,7.38,0.6491,0.6081,0.0705,0.0752,1.123,0.207,18.805,apc
1000,3.4690304,7.76,0.6833,0.6088,0.0639,0.0717,1.071,0.188,17.886,apc
1000,3.643376,8.15,0.7174,0.6042,0.0572,0.0679,1.014,0.168,16.906,apc
1000,3.8177215999999996,8.54,0.7516,0.5933,0.0503,0.0638,0.952,0.148,15.845,apc
1000,3.9920671999999997,8.93,0.7858,0.5743,0.0434,0.0593,0.886,0.127,14.672,apc
1000,4.1664128,9.32,0.8199,0.5452,0.0363,0.0546,0.815,0.107,13.346,apc
1000,4.3407584,9.71,0.8541,0.5023,0.0291,0.0495,0.74,0.086,11.805,apc
1000,4.5106336,10.09,0.8882,0.4403,0.0219,0.0442,0.66,0.064,9.95,apc
1000,4.6849792,10.48,0.9224,0.3502,0.0147,0.0386,0.577,0.043,7.621,apc
1000,4.8593247999999996,10.87,0.9566,0.2161,0.0074,0.0328,0.49,0.022,4.536,apc
1000,5.0336704,11.26,0.9907,0.0068,0.0002,0.0268,0.4,0.001,0.138,apc
2000,0,0,0,0,0.1406,0.0726,8.674,1.653,19.437,apc
2000,0,0,0,0,0.1406,0.0726,8.948400000000001,1.65473784,18.85658892847969,apc
2000,0.3486912,0.78,0.0345,0.0649,0.1393,0.074,8.835,1.638,18.904,apc
2000,0.7018528,1.57,0.0689,0.1262,0.1378,0.0753,8.996,1.621,18.369,apc
2000,1.050544,2.35,0.1034,0.1838,0.1362,0.0766,9.154,1.601,17.835,apc
