RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1206,0.0661,0.986,0.355,36.651,apc
1000,0,0,0,0,0.1206,0.0661,0.7457,0.3558576,48.66216497672179,apc
1000,0.1609344,0.36,0.0314,0.0559,0.1194,0.0671,1.001,0.351,35.748,apc
1000,0.31739839999999997,0.71,0.0627,0.1089,0.1181,0.068,1.016,0.347,34.835,apc
1000,0.4783328,1.07,0.0941,0.159,0.1166,0.069,1.03,0.343,33.917,apc
1000,0.6392671999999999,1.43,0.1255,0.2062,0.1149,0.0699,1.044,0.338,32.997,apc
1000,0.7957312,1.78,0.1568,0.2506,0.113,0.0707,1.056,0.332,32.08,apc
1000,0.9566656,2.14,0.1882,0.2922,0.1109,0.0715,1.067,0.326,31.168,apc
1000,1.1176,2.5,0.2196,0.331,0.1086,0.0721,1.076,0.319,30.263,apc
1000,1.274064,2.85,0.2509,0.3671,0.1061,0.0725,1.083,0.312,29.366,apc
1000,1.4349984,3.21,0.2823,0.4005,0.1033,0.0728,1.087,0.304,28.478,apc
1000,1.5914624,3.56,0.3137,0.4312,0.1002,0.0729,1.088,0.294,27.598,apc
1000,1.7523967999999999,3.92,0.345,0.4594,0.0968,0.0727,1.086,0.285,26.725,apc
1000,1.9133312,4.28,0.3764,0.4849,0.0931,0.0723,1.08,0.274,25.857,apc
1000,2.0697951999999997,4.63,0.4078,0.5077,0.0892,0.0716,1.069,0.262,24.992,apc
1000,2.2307296,4.99,0.4391,0.5278,0.0849,0.0706,1.055,0.249,24.125,apc
1000,2.391664,5.35,0.4705,0.545,0.0803,0.0693,1.035,0.236,23.252,apc
1000,2.548128,5.7,0.5019,0.5592,0.0755,0.0677,1.011,0.222,22.367,apc
1000,2.7090623999999996,6.06,0.5332,0.5702,0.0704,0.0658,0.983,0.207,21.464,apc
1000,2.8699968,6.42,0.5646,0.5776,0.0651,0.0637,0.951,0.191,20.534,apc
1000,3.0264607999999997,6.77,0.596,0.5809,0.0597,0.0613,0.915,0.176,19.567,apc
1000,3.1873952,7.13,0.6273,0.5797,0.0541,0.0586,0.875,0.159,18.549,apc
1000,3.3483296,7.49,0.6587,0.5731,0.0484,0.0557,0.831,0.142,17.464,apc
1000,3.5047935999999997,7.84,0.6901,0.56,0.0426,0.0525,0.784,0.125,16.291,apc
1000,3.6657279999999997,8.2,0.7214,0.5391,0.0367,0.0491,0.734,0.108,14.999,apc
1000,3.8221920000000003,8.55,0.7528,0.5081,0.0307,0.0455,0.68,0.09,13.548,apc
1000,3.9831264,8.91,0.7842,0.464,0.0247,0.0417,0.623,0.073,11.879,apc
1000,4.1440608,9.27,0.8155,0.4023,0.0186,0.0377,0.562,0.055,9.902,apc
1000,4.3005248,9.62,0.8469,0.3156,0.0125,0.0334,0.499,0.037,7.48,apc
1000,4.4614592,9.98,0.8783,0.1916,0.0063,0.029,0.433,0.019,4.379,apc
1000,4.6223936,10.34,0.9096,0.0083,0.0002,0.0244,0.364,0.001,0.182,apc
2000,0,0,0,0,0.1212,0.0584,6.97,1.425,20.848,apc
2000,0,0,0,0,0.1212,0.0584,6.7113,1.4234304,21.627628878543018,apc
2000,0.3218688,0.72,0.0317,0.0639,0.12,0.0594,7.1,1.411,20.271,apc
2000,0.6437376,1.44,0.0633,0.1242,0.1187,0.0605,7.228,1.396,19.692,apc
2000,0.9656064000000001,2.16,0.095,0.1809,0.1172,0.0616,7.354,1.378,19.114,apc
2000,1.2874752,2.88,0.1266,0.2339,0.1156,0.0626,7.474,1.359,18.54,apc
2000,1.609344,3.6,0.1583,0.2835,0.1137,0.0635,7.585,1.337,17.973,apc
2000,1.9312128000000002,4.32,0.19,0.3296,0.1116,0.0643,7.685,1.312,17.414,apc
2000,2.2530816,5.04,0.2216,0.3724,0.1093,0.065,7.77,1.285,16.865,apc
2000,2.5749504,5.76,0.2533,0.412,0.1067,0.0656,7.837,1.255,16.328,apc
2000,2.8968192,6.48,0.2849,0.4486,0.1039,0.066,7.883,1.222,15.801,apc
2000,3.218688,7.2,0.3166,0.4822,0.1008,0.0662,7.904,1.185,15.286,apc
2000,3.5405568,7.92,0.3483,0.5129,0.0974,0.0661,7.897,1.145,14.781,apc
2000,3.8579552,8.63,0.3799,0.5408,0.0936,0.0658,7.859,1.101,14.287,apc
2000,4.179824,9.35,0.4116,0.5659,0.0896,0.0652,7.785,1.054,13.8,apc
2000,4.5016928,10.07,0.4432,0.5883,0.0853,0.0642,7.674,1.002,13.32,apc
2000,4.8235616,10.79,0.4749,0.6078,0.0806,0.063,7.525,0.948,12.845,apc
2000,5.1454303999999995,11.51,0.5066,0.6244,0.0757,0.0614,7.337,0.89,12.372,apc
2000,5.4672992,12.23,0.5382,0.638,0.0706,0.0595,7.113,0.83,11.897,apc
2000,5.789167999999999,12.95,0.5699,0.6482,0.0653,0.0574,6.853,0.767,11.416,apc
2000,6.1110368,13.67,0.6015,0.6547,0.0598,0.0549,6.56,0.703,10.923,apc
2000,6.4329056,14.39,0.6332,0.6569,0.0541,0.0522,6.233,0.636,10.412,apc
2000,6.7547744,15.11,0.6649,0.6541,0.0484,0.0492,5.874,0.569,9.874,apc
2000,7.0766432,15.83,0.6965,0.6452,0.0425,0.0459,5.484,0.5,9.296,apc
2000,7.398512,16.55,0.7282,0.6285,0.0366,0.0424,5.062,0.43,8.662,apc
2000,7.7203808,17.27,0.7599,0.6016,0.0306,0.0386,4.61,0.359,7.946,apc
2000,8.0422496,17.99,0.7915,0.5606,0.0245,0.0346,4.129,0.288,7.109,apc
2000,8.3641184,18.71,0.8232,0.4991,0.0184,0.0303,3.62,0.216,6.086,apc
2000,8.6859872,19.43,0.8548,0.4057,0.0123,0.0258,3.084,0.144,4.763,apc
2000,9.007855999999999,20.15,0.8865,0.2578,0.0061,0.0211,2.523,0.072,2.919,apc
2000,9.329724800000001,20.87,0.9182,0.004,0.0001,0.0162,1.941,0.001,0.044,apc
3000,0,0,0,0,0.1216,0.0552,22.252,3.216,14.736,apc
3000,0,0,0,0,0.1216,0.0552,22.371000000000002,3.2160630599999998,14.65947719923744,apc
3000,0.48280320000000004,1.08,0.0318,0.068,0.1204,0.0563,22.704,3.185,14.305,apc
3000,0.9700768,2.17,0.0636,0.1318,0.1191,0.0574,23.155,3.15,13.874,apc
3000,1.45288,3.25,0.0954,0.1917,0.1176,0.0585,23.596,3.111,13.446,apc
3000,1.9401536,4.34,0.1272,0.2475,0.116,0.0596,24.019,3.068,13.023,apc
3000,2.4229568,5.42,0.159,0.2995,0.1141,0.0606,24.413,3.018,12.607,apc
3000,2.90576,6.5,0.1908,0.3478,0.112,0.0614,24.769,2.963,12.199,apc
3000,3.3930336,7.59,0.2225,0.3925,0.1097,0.0622,25.076,2.902,11.8,apc
3000,3.8758368,8.67,0.2543,0.4337,0.1071,0.0628,25.322,2.834,11.411,apc
3000,4.35864,9.75,0.2861,0.4718,0.1043,0.0632,25.496,2.758,11.032,apc
3000,4.8459136,10.84,0.3179,0.5067,0.1011,0.0635,25.586,2.676,10.663,apc
3000,5.3287168,11.92,0.3497,0.5386,0.0977,0.0634,25.579,2.585,10.305,apc
3000,5.8159904,13.01,0.3815,0.5676,0.094,0.0632,25.463,2.486,9.955,apc
3000,6.2987936,14.09,0.4133,0.5938,0.0899,0.0626,25.227,2.378,9.614,apc
3000,6.7815968,15.17,0.4451,0.6173,0.0855,0.0617,24.861,2.262,9.28,apc
3000,7.268870400000001,16.26,0.4769,0.638,0.0808,0.0604,24.362,2.139,8.952,apc
3000,7.7516736,17.34,0.5087,0.6559,0.0759,0.0589,23.731,2.008,8.628,apc
3000,8.234476800000001,18.42,0.5405,0.6709,0.0707,0.057,22.973,1.871,8.305,apc
3000,8.721750400000001,19.51,0.5723,0.6827,0.0654,0.0548,22.091,1.729,7.982,apc
