RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1001,0.0452,0.987,0.399,41.22,apc
1000,0,0,0,0,0.1001,0.0452,0.7457,0.40033979999999997,54.74493559881201,apc
1000,0.1430528,0.32,0.026,0.0563,0.0988,0.0457,0.998,0.394,40.247,apc
1000,0.2861056,0.64,0.052,0.1099,0.0974,0.0462,1.009,0.388,39.266,apc
1000,0.4291584,0.96,0.0781,0.1607,0.0959,0.0466,1.019,0.382,38.279,apc
1000,0.5722112,1.28,0.1041,0.2087,0.0943,0.047,1.028,0.376,37.292,apc
1000,0.715264,1.6,0.1301,0.254,0.0925,0.0474,1.036,0.369,36.306,apc
1000,0.8538464,1.91,0.1561,0.2965,0.0906,0.0477,1.042,0.361,35.324,apc
1000,0.9968992,2.23,0.1822,0.3364,0.0885,0.0479,1.047,0.353,34.347,apc
1000,1.1399519999999999,2.55,0.2082,0.3736,0.0862,0.048,1.05,0.344,33.377,apc
1000,1.2830048,2.87,0.2342,0.4081,0.0837,0.0481,1.05,0.334,32.414,apc
1000,1.4260576,3.19,0.2602,0.4401,0.0811,0.0479,1.048,0.323,31.457,apc
1000,1.5691103999999998,3.51,0.2863,0.4694,0.0782,0.0477,1.042,0.312,30.504,apc
1000,1.7121632,3.83,0.3123,0.4962,0.0752,0.0473,1.034,0.3,29.554,apc
1000,1.8552160000000002,4.15,0.3383,0.5202,0.0719,0.0468,1.022,0.287,28.601,apc
1000,1.9982688,4.47,0.3643,0.5414,0.0684,0.0461,1.006,0.273,27.641,apc
1000,2.1413216,4.79,0.3904,0.5596,0.0648,0.0452,0.987,0.258,26.667,apc
1000,2.2843744,5.11,0.4164,0.5746,0.0609,0.0441,0.964,0.243,25.671,apc
1000,2.4274272,5.43,0.4424,0.5861,0.0568,0.0429,0.937,0.227,24.642,apc
1000,2.5660096,5.74,0.4684,0.5935,0.0526,0.0415,0.907,0.21,23.57,apc
1000,2.7090623999999996,6.06,0.4944,0.5964,0.0482,0.0399,0.872,0.192,22.439,apc
1000,2.8521152,6.38,0.5205,0.5941,0.0436,0.0382,0.835,0.174,21.233,apc
1000,2.995168,6.7,0.5465,0.5856,0.039,0.0364,0.795,0.155,19.932,apc
1000,3.1382207999999996,7.02,0.5725,0.5697,0.0342,0.0344,0.751,0.136,18.51,apc
1000,3.2812736,7.34,0.5985,0.545,0.0294,0.0323,0.706,0.117,16.936,apc
1000,3.4243264,7.66,0.6246,0.5092,0.0245,0.0301,0.657,0.098,15.167,apc
1000,3.5673792,7.98,0.6506,0.4597,0.0196,0.0278,0.607,0.078,13.144,apc
1000,3.7104320000000004,8.3,0.6766,0.3924,0.0147,0.0254,0.554,0.059,10.788,apc
1000,3.8534847999999995,8.62,0.7026,0.3016,0.0098,0.0229,0.5,0.039,7.985,apc
1000,3.9965376,8.94,0.7287,0.1788,0.005,0.0203,0.445,0.02,4.565,apc
1000,4.13512,9.25,0.7547,0.0106,0.0002,0.0178,0.388,0.001,0.261,apc
2000,0,0,0,0,0.1004,0.0411,7.187,1.601,22.722,apc
2000,0,0,0,0,0.1004,0.0411,7.457000000000001,1.6013591999999999,21.897974239524803,apc
2000,0.2950464,0.66,0.0268,0.0636,0.0991,0.0417,7.288,1.581,22.12,apc
2000,0.5856224,1.31,0.0535,0.1238,0.0977,0.0422,7.385,1.558,21.516,apc
