RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1158,0.0591,0.571,0.24,42.936,apc
1000,0,0,0,0,0.1158,0.0591,0.7457,0.24020388,32.846961359287214,apc
1000,0.1430528,0.32,0.0306,0.0586,0.1146,0.0599,0.579,0.238,41.912,apc
1000,0.2861056,0.64,0.0613,0.1144,0.1133,0.0607,0.586,0.235,40.873,apc
1000,0.4291584,0.96,0.0919,0.1672,0.1118,0.0614,0.594,0.232,39.824,apc
1000,0.5722112,1.28,0.1226,0.217,0.1101,0.0622,0.601,0.228,38.771,apc
1000,0.715264,1.6,0.1532,0.2639,0.1082,0.0628,0.607,0.225,37.717,apc
1000,0.8583168,1.92,0.1839,0.3078,0.1062,0.0634,0.613,0.22,36.666,apc
1000,0.9968992,2.23,0.2145,0.3489,0.1039,0.0639,0.617,0.216,35.622,apc
1000,1.1399519999999999,2.55,0.2451,0.3872,0.1014,0.0642,0.62,0.21,34.587,apc
1000,1.2830048,2.87,0.2758,0.4227,0.0987,0.0644,0.622,0.205,33.563,apc
1000,1.4260576,3.19,0.3064,0.4555,0.0956,0.0643,0.622,0.198,32.548,apc
1000,1.5691103999999998,3.51,0.3371,0.4855,0.0923,0.0641,0.619,0.192,31.543,apc
1000,1.7121632,3.83,0.3677,0.5129,0.0887,0.0636,0.615,0.184,30.545,apc
1000,1.8552160000000002,4.15,0.3983,0.5375,0.0848,0.0629,0.608,0.176,29.548,apc
1000,1.9982688,4.47,0.429,0.5592,0.0806,0.0619,0.598,0.167,28.546,apc
1000,2.1413216,4.79,0.4596,0.5779,0.0762,0.0606,0.585,0.158,27.531,apc
1000,2.2843744,5.11,0.4903,0.5931,0.0714,0.059,0.57,0.148,26.492,apc
1000,2.4274272,5.43,0.5209,0.6046,0.0663,0.0572,0.552,0.138,25.415,apc
1000,2.57048,5.75,0.5516,0.6117,0.061,0.055,0.532,0.127,24.284,apc
1000,2.7090623999999996,6.06,0.5822,0.6136,0.0555,0.0526,0.509,0.115,23.079,apc
1000,2.8521152,6.38,0.6128,0.6094,0.0497,0.05,0.483,0.103,21.777,apc
1000,2.995168,6.7,0.6435,0.5979,0.0438,0.0472,0.456,0.091,20.348,apc
1000,3.1382207999999996,7.02,0.6741,0.5774,0.0378,0.0442,0.427,0.079,18.756,apc
1000,3.2812736,7.34,0.7048,0.5456,0.0317,0.041,0.396,0.066,16.952,apc
1000,3.4243264,7.66,0.7354,0.4993,0.0256,0.0376,0.364,0.053,14.867,apc
1000,3.5673792,7.98,0.7661,0.434,0.0194,0.0342,0.33,0.04,12.407,apc
1000,3.7104320000000004,8.3,0.7967,0.3431,0.0132,0.0306,0.296,0.027,9.43,apc
1000,3.8534847999999995,8.62,0.8273,0.2161,0.007,0.0269,0.26,0.015,5.72,apc
1000,3.9965376,8.94,0.858,0.0363,0.001,0.0231,0.224,0.002,0.926,apc
1000,4.1395903999999994,9.26,0.8886,,,,,,,apc
2000,0,0,0,0,0.1163,0.0538,4.156,0.965,23.679,apc
2000,0,0,0,0,0.1163,0.0538,4.474200000000001,0.96526374,21.999353749892975,apc
2000,0.2771648,0.62,0.03,0.0631,0.1151,0.0546,4.222,0.955,23.073,apc
2000,0.5588,1.25,0.0599,0.1229,0.1138,0.0555,4.288,0.945,22.462,apc
2000,0.8359648000000001,1.87,0.0899,0.1793,0.1123,0.0563,4.353,0.933,21.849,apc
2000,1.1176,2.5,0.1198,0.2324,0.1107,0.0571,4.414,0.919,21.237,apc
2000,1.3947648,3.12,0.1498,0.2822,0.109,0.0578,4.472,0.905,20.629,apc
2000,1.6719296000000001,3.74,0.1797,0.3287,0.107,0.0585,4.523,0.888,20.026,apc
2000,1.9535648,4.37,0.2097,0.3721,0.1048,0.0591,4.567,0.87,19.432,apc
2000,2.2307296,4.99,0.2396,0.4125,0.1024,0.0595,4.601,0.85,18.848,apc
2000,2.5123648,5.62,0.2696,0.45,0.0998,0.0598,4.623,0.829,18.275,apc
2000,2.7895296,6.24,0.2995,0.4846,0.0969,0.0599,4.632,0.805,17.712,apc
2000,3.0666944000000003,6.86,0.3295,0.5164,0.0938,0.0598,4.625,0.778,17.161,apc
2000,3.3483296,7.49,0.3594,0.5456,0.0903,0.0595,4.601,0.75,16.62,apc
2000,3.6254943999999996,8.11,0.3894,0.5722,0.0866,0.0589,4.557,0.719,16.088,apc
2000,3.9071296,8.74,0.4194,0.5961,0.0826,0.0581,4.494,0.686,15.563,apc
2000,4.1842944,9.36,0.4493,0.6172,0.0783,0.057,4.409,0.65,15.039,apc
2000,4.4614592,9.98,0.4793,0.6353,0.0738,0.0556,4.302,0.612,14.515,apc
2000,4.7430943999999995,10.61,0.5092,0.6503,0.0689,0.054,4.173,0.572,13.983,apc
2000,5.0202592,11.23,0.5392,0.6617,0.0638,0.052,4.021,0.53,13.438,apc
2000,5.301894399999999,11.86,0.5691,0.669,0.0585,0.0498,3.848,0.486,12.871,apc
2000,5.5790592,12.48,0.5991,0.6715,0.053,0.0473,3.655,0.44,12.273,apc
2000,5.856224,13.1,0.629,0.6682,0.0473,0.0445,3.444,0.393,11.631,apc
2000,6.1378592,13.73,0.659,0.6578,0.0415,0.0416,3.217,0.345,10.929,apc
2000,6.415024,14.35,0.6889,0.6384,0.0356,0.0385,2.974,0.296,10.146,apc
2000,6.6966592,14.98,0.7189,0.6074,0.0297,0.0352,2.718,0.247,9.25,apc
2000,6.973824,15.6,0.7488,0.5607,0.0237,0.0317,2.448,0.197,8.198,apc
2000,7.250988799999999,16.22,0.7788,0.4922,0.0177,0.028,2.168,0.147,6.92,apc
2000,7.532624,16.85,0.8088,0.3917,0.0118,0.0243,1.877,0.098,5.302,apc
2000,7.8097888,17.47,0.8387,0.2411,0.0059,0.0204,1.58,0.049,3.147,apc
2000,8.091424,18.1,0.8687,0.0054,0.0001,0.0165,1.277,0.001,0.069,apc
3000,0,0,0,0,0.1165,0.0514,13.4226,2.17517958,16.524860190011776,apc
3000,0,0,0,0,0.1165,0.0514,13.422,2.176,16.535,apc
3000,0.42021759999999997,0.94,0.0301,0.0663,0.1154,0.0523,13.654,2.155,16.092,apc
3000,0.8404351999999999,1.88,0.0601,0.1289,0.1141,0.0532,13.886,2.13,15.645,apc
3000,1.2606528,2.82,0.0902,0.1878,0.1126,0.0541,14.113,2.104,15.199,apc
3000,1.6808703999999999,3.76,0.1202,0.2431,0.111,0.0549,14.332,2.074,14.755,apc
3000,2.101088,4.7,0.1503,0.2948,0.1093,0.0557,14.537,2.041,14.315,apc
3000,2.5213056,5.64,0.1804,0.343,0.1073,0.0564,14.722,2.004,13.881,apc
3000,2.9415232,6.58,0.2104,0.3879,0.1051,0.057,14.881,1.963,13.454,apc
3000,3.3617407999999998,7.52,0.2405,0.4295,0.1027,0.0575,15.007,1.918,13.036,apc
3000,3.7774879999999995,8.45,0.2705,0.4681,0.1001,0.0578,15.093,1.869,12.628,apc
3000,4.1977056,9.39,0.3006,0.5037,0.0972,0.058,15.132,1.815,12.23,apc
3000,4.6179232,10.33,0.3307,0.5364,0.094,0.0579,15.118,1.756,11.841,apc
3000,5.0381408,11.27,0.3607,0.5665,0.0905,0.0577,15.044,1.691,11.462,apc
3000,5.458358400000001,12.21,0.3908,0.5938,0.0868,0.0571,14.904,1.621,11.092,apc
3000,5.878576,13.15,0.4209,0.6185,0.0828,0.0563,14.693,1.546,10.728,apc
3000,6.2987936,14.09,0.4509,0.6405,0.0784,0.0552,14.409,1.465,10.369,apc
3000,6.7190112,15.03,0.481,0.6597,0.0738,0.0538,14.049,1.379,10.011,apc
3000,7.139228800000001,15.97,0.511,0.6757,0.069,0.0522,13.611,1.288,9.652,apc
3000,7.5594464,16.91,0.5411,0.6884,0.0638,0.0502,13.093,1.192,9.287,apc
3000,7.9796640000000005,17.85,0.5712,0.6972,0.0585,0.0479,12.5,1.092,8.911,apc
3000,8.399881599999999,18.79,0.6012,0.7015,0.0529,0.0454,11.839,0.989,8.517,apc
3000,8.8200992,19.73,0.6313,0.7003,0.0472,0.0426,11.113,0.883,8.098,apc
3000,9.2403168,20.67,0.6613,0.6923,0.0414,0.0396,10.329,0.774,7.641,apc
3000,9.6605344,21.61,0.6914,0.6757,0.0355,0.0364,9.489,0.664,7.133,apc
3000,10.080752,22.55,0.7215,0.6476,0.0296,0.033,8.598,0.552,6.552,apc
3000,10.5009696,23.49,0.7515,0.6037,0.0236,0.0294,7.661,0.441,5.864,apc
3000,10.916716800000001,24.42,0.7816,0.537,0.0176,0.0256,6.684,0.329,5.015,apc
3000,11.336934399999999,25.36,0.8116,0.4351,0.0117,0.0217,5.672,0.218,3.913,apc
3000,11.757152,26.3,0.8417,0.2745,0.0058,0.0178,4.634,0.108,2.38,apc
3000,12.177369599999999,27.24,0.8718,0.0034,0.0001,0.0137,3.577,0.001,0.028,apc
