RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.0913,0.0398,0.594,0.268,46.028,apc
1000,0,0,0,0,0.0913,0.0398,0.7457,0.2668932,36.49662373254134,apc
1000,0.11176,0.25,0.0219,0.049,0.0897,0.04,0.598,0.264,45.014,apc
1000,0.22352,0.5,0.0437,0.0959,0.0881,0.0402,0.6,0.259,43.992,apc
1000,0.33528,0.75,0.0656,0.1404,0.0863,0.0403,0.602,0.254,42.963,apc
1000,0.4425696,0.99,0.0875,0.1827,0.0845,0.0404,0.604,0.248,41.928,apc
1000,0.5543296,1.24,0.1093,0.2227,0.0825,0.0405,0.605,0.242,40.889,apc
1000,0.6660896,1.49,0.1312,0.2604,0.0804,0.0405,0.605,0.236,39.844,apc
1000,0.7778496,1.74,0.1531,0.2958,0.0781,0.0404,0.604,0.23,38.794,apc
1000,0.8896096,1.99,0.1749,0.3289,0.0757,0.0403,0.602,0.223,37.737,apc
1000,1.0013696,2.24,0.1968,0.3596,0.0732,0.0401,0.598,0.215,36.672,apc
1000,1.1131296000000002,2.49,0.2187,0.3878,0.0706,0.0398,0.594,0.207,35.596,apc
1000,1.2204192,2.73,0.2405,0.4135,0.0678,0.0394,0.589,0.199,34.505,apc
1000,1.3321792,2.98,0.2624,0.4366,0.0648,0.039,0.582,0.191,33.397,apc
1000,1.4439392,3.23,0.2843,0.457,0.0618,0.0384,0.574,0.182,32.265,apc
1000,1.5556992,3.48,0.3062,0.4744,0.0586,0.0378,0.564,0.172,31.104,apc
1000,1.6674592,3.73,0.328,0.4887,0.0552,0.0371,0.554,0.162,29.905,apc
1000,1.7792192,3.98,0.3499,0.4996,0.0518,0.0362,0.541,0.152,28.661,apc
1000,1.8865087999999999,4.22,0.3718,0.5067,0.0482,0.0353,0.528,0.142,27.361,apc
1000,1.9982688,4.47,0.3936,0.5098,0.0445,0.0343,0.513,0.131,25.996,apc
1000,2.1100288,4.72,0.4155,0.5082,0.0407,0.0332,0.496,0.119,24.552,apc
