RPM,Velocity (m/s),Velocity (mph),J,Efficiency,Ct,Cp,Power (W),Thrust (N),Thrust/Power,Source
1000,0,0,0,0,0.1262,0.0746,1.113,0.371,33.975,apc
1000,0,0,0,0,0.1262,0.0746,0.7457,0.36920226,50.48699616334887,apc
1000,0.1877568,0.42,0.037,0.0611,0.1255,0.076,1.135,0.369,33.143,apc
1000,0.3755136,0.84,0.074,0.119,0.1246,0.0775,1.157,0.366,32.286,apc
1000,0.5632704,1.26,0.1109,0.1736,0.1237,0.079,1.18,0.364,31.411,apc
1000,0.7510272,1.68,0.1479,0.2249,0.1226,0.0806,1.204,0.36,30.524,apc
1000,0.9387840000000001,2.1,0.1849,0.2729,0.1213,0.0822,1.227,0.356,29.632,apc
1000,1.1265408,2.52,0.2219,0.3177,0.1198,0.0837,1.249,0.352,28.742,apc
1000,1.3142976,2.94,0.2588,0.3592,0.118,0.0851,1.27,0.347,27.857,apc
1000,1.5020544,3.36,0.2958,0.3977,0.116,0.0863,1.289,0.341,26.984,apc
1000,1.6898111999999998,3.78,0.3328,0.4331,0.1137,0.0874,1.304,0.334,26.124,apc
1000,1.8775680000000001,4.2,0.3698,0.4657,0.111,0.0882,1.316,0.326,25.279,apc
1000,2.0653248,4.62,0.4068,0.4954,0.108,0.0887,1.324,0.317,24.449,apc
1000,2.2530816,5.04,0.4437,0.5225,0.1046,0.0888,1.326,0.307,23.634,apc
1000,2.4408384,5.46,0.4807,0.5468,0.1008,0.0886,1.323,0.296,22.831,apc
1000,2.6285952,5.88,0.5177,0.5683,0.0965,0.0879,1.313,0.284,22.037,apc
1000,2.8163519999999997,6.3,0.5547,0.5871,0.0918,0.0867,1.295,0.27,21.248,apc
1000,3.0041088,6.72,0.5917,0.6031,0.0866,0.085,1.269,0.255,20.46,apc
1000,3.1918656,7.14,0.6286,0.6159,0.0811,0.0828,1.236,0.238,19.666,apc
1000,3.3796223999999997,7.56,0.6656,0.6253,0.0752,0.0801,1.196,0.221,18.859,apc
1000,3.5673792,7.98,0.7026,0.631,0.0691,0.0769,1.149,0.203,18.027,apc
1000,3.7551360000000003,8.4,0.7396,0.6322,0.0627,0.0734,1.096,0.184,17.158,apc
1000,3.9428928,8.82,0.7765,0.6281,0.0562,0.0695,1.037,0.165,16.237,apc
1000,4.1306496,9.24,0.8135,0.6177,0.0495,0.0652,0.973,0.146,15.243,apc
1000,4.3184064,9.66,0.8505,0.5994,0.0427,0.0606,0.904,0.125,14.146,apc
1000,4.5106336,10.09,0.8875,0.5706,0.0357,0.0556,0.83,0.105,12.907,apc
1000,4.6983904,10.51,0.9245,0.5279,0.0287,0.0503,0.751,0.084,11.463,apc
1000,4.8861472,10.93,0.9614,0.4655,0.0217,0.0447,0.668,0.064,9.719,apc
1000,5.073904,11.35,0.9984,0.3737,0.0145,0.0388,0.58,0.043,7.513,apc
1000,5.2616608,11.77,1.0354,0.2349,0.0074,0.0327,0.488,0.022,4.554,apc
1000,5.449417599999999,12.19,1.0724,0.0133,0.0003,0.0263,0.393,0.001,0.249,apc
2000,0,0,0,0,0.1268,0.0665,7.944,1.491,19.138,apc
2000,0,0,0,0,0.1268,0.0665,8.2027,1.4901537,18.524801440002047,apc
2000,0.379984,0.85,0.0373,0.0693,0.1261,0.068,8.122,1.483,18.615,apc
