n_drones,payload_kg,distance_km,fleet_Wh_per_km,cruise_Wh_per_drone,available_cruise_Wh_per_drone,CL,CD_total,thrust_required_per_drone_N,power_required_per_drone_W,feasible,reason
2,0.0,24.0,42.99725434173732,515.9670521008479,422.3355269213965,0.2630479447763494,0.1268179371649778,46.796211446345815,1547.9011563025435,False,battery 516.0 Wh > 422.3 Wh
3,0.0,24.0,46.352535465475576,370.8202837238046,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,True,
4,0.0,24.0,49.70781658921383,298.24689953528303,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,24.0,53.06309771295207,254.70286902216998,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
6,0.0,24.0,56.41837883669031,225.67351534676126,422.3355269213965,0.2630479447763494,0.05546759153034337,20.467713004168882,677.0205460402838,True,
2,0.0,26.0,42.99725434173732,558.9643064425851,422.3355269213965,0.2630479447763494,0.1268179371649778,46.796211446345815,1547.9011563025435,False,battery 559.0 Wh > 422.3 Wh
3,0.0,26.0,46.352535465475576,401.7219740341217,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,True,
4,0.0,26.0,49.70781658921383,323.10080782988996,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,26.0,53.06309771295207,275.9281081073508,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
6,0.0,26.0,56.41837883669031,244.47964162565805,422.3355269213965,0.2630479447763494,0.05546759153034337,20.467713004168882,677.0205460402838,True,
2,0.0,28.0,42.99725434173732,601.9615607843225,422.3355269213965,0.2630479447763494,0.1268179371649778,46.796211446345815,1547.9011563025435,False,battery 602.0 Wh > 422.3 Wh
3,0.0,28.0,46.352535465475576,432.62366434443874,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,False,battery 432.6 Wh > 422.3 Wh
4,0.0,28.0,49.70781658921383,347.9547161244968,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,28.0,53.06309771295207,297.1533471925316,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
6,0.0,28.0,56.41837883669031,263.2857679045548,422.3355269213965,0.2630479447763494,0.05546759153034337,20.467713004168882,677.0205460402838,True,
2,0.0,30.0,42.99725434173732,644.9588151260598,422.3355269213965,0.2630479447763494,0.1268179371649778,46.796211446345815,1547.9011563025435,False,battery 645.0 Wh > 422.3 Wh
3,0.0,30.0,46.352535465475576,463.5253546547558,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,False,battery 463.5 Wh > 422.3 Wh
4,0.0,30.0,49.70781658921383,372.8086244191038,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,30.0,53.06309771295207,318.37858627771243,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
