payload_kg,range_km,best_n_drones,total_system_Wh_per_km,total_system_climb_energy_Wh,total_system_energy_required_Wh,battery_usable_fraction,usable_system_battery_Wh,usable_cruise_battery_Wh,battery_limited_range_km,feasible,reason
0.0,31.5,3,9.790552740677805,16.054344218567053,324.45675554991794,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,31.75,3,9.790552740677805,16.054344218567053,326.90439373508735,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,32.0,3,9.790552740677805,16.054344218567053,329.3520319202568,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,32.25,3,9.790552740677805,16.054344218567053,331.7996701054263,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,32.5,3,9.790552740677805,16.054344218567053,334.2473082905957,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,32.75,3,9.790552740677805,16.054344218567053,336.69494647576516,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,33.0,3,9.790552740677805,16.054344218567053,339.14258466093463,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,33.25,3,9.790552740677805,16.054344218567053,341.5902228461041,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,33.5,3,9.790552740677805,16.054344218567053,344.0378610312735,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,33.75,3,9.790552740677805,16.054344218567053,346.485499216443,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,34.0,3,9.790552740677805,16.054344218567053,348.93313740161244,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,34.25,3,9.790552740677805,16.054344218567053,351.3807755867819,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,34.5,3,9.790552740677805,16.054344218567053,353.8284137719513,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,34.75,3,9.790552740677805,16.054344218567053,356.2760519571208,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,35.0,3,9.790552740677805,16.054344218567053,358.72369014229025,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,35.25,3,9.790552740677805,16.054344218567053,361.17132832745966,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,35.5,3,9.790552740677805,16.054344218567053,363.61896651262913,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,35.75,3,9.790552740677805,16.054344218567053,366.0666046977986,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,36.0,3,9.790552740677805,16.054344218567053,368.51424288296806,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,36.25,3,9.790552740677805,16.054344218567053,370.9618810681375,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,36.5,3,9.790552740677805,16.054344218567053,373.40951925330694,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,36.75,3,9.790552740677805,16.054344218567053,375.8571574384764,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,37.0,3,9.790552740677805,16.054344218567053,378.3047956236459,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,37.25,3,9.790552740677805,16.054344218567053,380.7524338088153,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
